startDate,endDate,expGained,metric,period,id,username,displayName,type,build,status,country,patron,exp,ehp,ehb,ttm,tt200m,registeredAt,updatedAt,lastChangedAt,lastImportedAt
2026-02-22T02:17:38.738Z,2026-02-22T23:22:24.930Z,11739464,overall,day,48373,example2,example2,regular,main,active,,False,348636342,627.74667,423.6955299999999,452.6792599999998,12384.51673576933,2023-02-19T10:10:10.646Z,2026-02-22T23:22:24.930Z,2026-02-22T23:22:24.930Z,
